text,label
fearless leader trump supporter agree many thing main one mussie ohell crooked ohellary suck lockthemup,1
moslem scum bleed street like halal meat scum fuck islamofascist supporter scum rape jihad sharia creep islamo facism white genocide christiangenocide pig meat moslem white black retard friend die please filth btw brit,1
smoke signal ala kike style,1
people use white nigger meme scum avoid like plague talmudic autists,1
need spit onika cock right faggot as mouth,1
dump dick hoe,1
sure kashmiri need kashmir look ahead terrorism unislamik,0
need mo bitche lil b,0
nigga ah pay dollar stand beside,0
ariana girl stealing song man wtf everglow stop stingy bitch,1
think irresponsible recognize rampant queer transphobia black community simply product white supremacy bc time black folk really take another level,0
number school lang number since gr number ko number yeah sauna number number moving nila number idk number purple number number ching chong number none number idk number number number number fave send u name,1
user user user please take white bald dude headband classic team add player actually team fixnba k,0
user honestly look elegant beautiful put much hard work,0
bitch need hair cut tattoo vacation,0
deal nigga idgaf use fuck u bitch find stalk,1
inna lillahi wa inna ilayhi rajiun death inevitable may allah take soul pleased u forgive muslim umma ameen,0
wow bag kike might well one geezus,1
user president encouraging civil war want country mr mccarthy want kill democrat man want see woman raped killed child killed war want,0
user lol fuck nigga,1
type like nigger message pure kike niggerkike,1
user oh good money refugee center big help people make thing much better lack fund put food belly buy lot warm blanket wtf,0
lmao fuck nigger,1
left want believe word nigger defines race defines character,1
would second person described curry nigger married kike israel supporter keep shitheel,1
also faggot serial mudshark,1
remember could go public europe without sexually assaulted sand nigger goat fucker pepperidge farm remembers speak freely maga,1
tell cuban communist ugly bull dyke cunt fuck,1
knock dyke right fuck like dude,1
user cannot alt right many reason faggy kike coalburner chance hahahah,1
hate mlk every civil right faggot february one month coon visit library bunch non reading shit,1
turned laff channel roseanne go gay bar episode briefly magic mike xxl house hunter two dyke iowa gay night tv,0
muh kike stick edgy,1
nigger school,1
twitter post l southern simonsen exposed based trump hat nigger made nazbol supposedly familiar funny white knight call u thot patroller nazbol implying communist alexander dugin nazbol,1
want campaign promise fulfilled send back build wall moslem ban repeal replace obamacare,1
love leftist feminist take lingo try use sentence suck probably bj went full carpet muncher bet would loved dyke president,1
comedy gold muzrat stuff found norse graf far likely booty slaughtered muzrats going viking proof norse muzrats,1
eat shit spamming kike,1
user chinaman satanist lee hsien loong criminal audible talk number wellington circle singapore always negative screenshot put profile facebook date lee hsien loong disloyal criminal lawyer,0
got anal probe alien said routine check cant trust paki doctor,1
user user actual hillbilly would take offense funny,0
user isra muzzie,0
user would nice recognised plight white farmer south africa,0
everytime open mouth imagine begging black cock go throat unpleasant please stop nigger loving faggot,1
kike shit tavor,0
user user user understand myth people death penalty usually urge govt give death penalty rape culprit saying political leader namely bay,0
user user talk story find black cat raped,0
user much crazy towel head,1
user yo send track acting like faggot,1
user thankful someone bullied boston fact call faggot,0
user user intentionally blind pay attention scripture foretells event related weather study scripture history reveal fact weather cyclical recognized eddy grand solar minimum bring disease famine pestilence civil unrest war prophesy,0
user user institutional racism help police state white supremacy system operating,0
cause nigga pussy bitch rookie,0
edina v eden prairie grape nut high school sport,0
fucking kim jongin black turtle neck blue jean im losing,0
idk cry server bitch cheating nigga,1
whenever train stop track tehama haul as gerber make sure catch bitch twice,0
pimp know one hoe mean really hoe,0
user next white supremacist using vastle doctrine justify attacking immigrant others think invading home country,0
yes mam sad kind race hate u always said trump southern people called blm pro white group get ready hurt coming nigger pwr rise,1
